indicator,category,units,period_date,value
RevPAR,Statewide- Upper Upscale,dollar,2009-07-01,
RevPAR,Other Oahu,dollar,2009-07-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-07-01,
RevPAR,Statewide- Upscale,dollar,2009-07-01,
RevPAR,Oahu- Luxury,dollar,2009-07-01,
RevPAR,Other Maui CTY,dollar,2009-07-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-07-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-07-01,
RevPAR,Maui CTY- Luxury,dollar,2009-07-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-07-01,
RevPAR,Oahu- Upscale,dollar,2009-07-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-07-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-07-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-07-01,
Occupancy,Statewide- All,percent,2009-08-01,69.4
Occupancy,Oahu- All,percent,2009-08-01,77.5
Occupancy,Maui CTY- All,percent,2009-08-01,63.5
Occupancy,Hawaii ISL- All,percent,2009-08-01,56.3
Occupancy,Kauai- All,percent,2009-08-01,61.6
Occupancy,Statewide- Luxury,percent,2009-08-01,
Occupancy,Waikiki,percent,2009-08-01,
Occupancy,Wailea,percent,2009-08-01,
Occupancy,Kohala Coast,percent,2009-08-01,
Occupancy,Statewide- Upper Upscale,percent,2009-08-01,
Occupancy,Other Oahu,percent,2009-08-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2009-08-01,
Occupancy,Statewide- Upscale,percent,2009-08-01,
Occupancy,Oahu- Luxury,percent,2009-08-01,
Occupancy,Other Maui CTY,percent,2009-08-01,
Occupancy,Statewide- Upper Midscale,percent,2009-08-01,
Occupancy,Oahu- Upper Upscale,percent,2009-08-01,
Occupancy,Maui CTY- Luxury,percent,2009-08-01,
Occupancy,Statewide- Midscale & Economy,percent,2009-08-01,
Occupancy,Oahu- Upscale,percent,2009-08-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2009-08-01,
Occupancy,Oahu- Upper Midscale,percent,2009-08-01,
Occupancy,Oahu- Midscale & Economy,percent,2009-08-01,
Avg daily rate,Statewide- All,dollar,2009-08-01,178.22
Avg daily rate,Oahu- All,dollar,2009-08-01,149.94
Avg daily rate,Maui CTY- All,dollar,2009-08-01,236.16
Avg daily rate,Hawaii ISL- All,dollar,2009-08-01,194.98
Avg daily rate,Kauai- All,dollar,2009-08-01,189.99
Avg daily rate,Statewide- Luxury,dollar,2009-08-01,
Avg daily rate,Waikiki,dollar,2009-08-01,
Avg daily rate,Wailea,dollar,2009-08-01,
Avg daily rate,Kohala Coast,dollar,2009-08-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2009-08-01,
Avg daily rate,Other Oahu,dollar,2009-08-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2009-08-01,
Avg daily rate,Statewide- Upscale,dollar,2009-08-01,
Avg daily rate,Oahu- Luxury,dollar,2009-08-01,
Avg daily rate,Other Maui CTY,dollar,2009-08-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2009-08-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2009-08-01,
Avg daily rate,Maui CTY- Luxury,dollar,2009-08-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2009-08-01,
Avg daily rate,Oahu- Upscale,dollar,2009-08-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2009-08-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2009-08-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2009-08-01,
RevPAR,Statewide- All,dollar,2009-08-01,123.68
RevPAR,Oahu- All,dollar,2009-08-01,116.2
RevPAR,Maui CTY- All,dollar,2009-08-01,149.96
RevPAR,Hawaii ISL- All,dollar,2009-08-01,109.77
RevPAR,Kauai- All,dollar,2009-08-01,117.03
RevPAR,Statewide- Luxury,dollar,2009-08-01,
RevPAR,Waikiki,dollar,2009-08-01,
RevPAR,Wailea,dollar,2009-08-01,
RevPAR,Kohala Coast,dollar,2009-08-01,
RevPAR,Statewide- Upper Upscale,dollar,2009-08-01,
RevPAR,Other Oahu,dollar,2009-08-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-08-01,
RevPAR,Statewide- Upscale,dollar,2009-08-01,
RevPAR,Oahu- Luxury,dollar,2009-08-01,
RevPAR,Other Maui CTY,dollar,2009-08-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-08-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-08-01,
RevPAR,Maui CTY- Luxury,dollar,2009-08-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-08-01,
RevPAR,Oahu- Upscale,dollar,2009-08-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-08-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-08-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-08-01,
Occupancy,Statewide- All,percent,2009-09-01,63.6
Occupancy,Oahu- All,percent,2009-09-01,74.2
Occupancy,Maui CTY- All,percent,2009-09-01,53.3
Occupancy,Hawaii ISL- All,percent,2009-09-01,49.6
Occupancy,Kauai- All,percent,2009-09-01,55.0
Occupancy,Statewide- Luxury,percent,2009-09-01,
Occupancy,Waikiki,percent,2009-09-01,
Occupancy,Wailea,percent,2009-09-01,
Occupancy,Kohala Coast,percent,2009-09-01,
Occupancy,Statewide- Upper Upscale,percent,2009-09-01,
Occupancy,Other Oahu,percent,2009-09-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2009-09-01,
Occupancy,Statewide- Upscale,percent,2009-09-01,
Occupancy,Oahu- Luxury,percent,2009-09-01,
Occupancy,Other Maui CTY,percent,2009-09-01,
Occupancy,Statewide- Upper Midscale,percent,2009-09-01,
Occupancy,Oahu- Upper Upscale,percent,2009-09-01,
Occupancy,Maui CTY- Luxury,percent,2009-09-01,
Occupancy,Statewide- Midscale & Economy,percent,2009-09-01,
Occupancy,Oahu- Upscale,percent,2009-09-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2009-09-01,
Occupancy,Oahu- Upper Midscale,percent,2009-09-01,
Occupancy,Oahu- Midscale & Economy,percent,2009-09-01,
Avg daily rate,Statewide- All,dollar,2009-09-01,160.41
Avg daily rate,Oahu- All,dollar,2009-09-01,145.46
Avg daily rate,Maui CTY- All,dollar,2009-09-01,199.86
Avg daily rate,Hawaii ISL- All,dollar,2009-09-01,159.56
Avg daily rate,Kauai- All,dollar,2009-09-01,171.92
Avg daily rate,Statewide- Luxury,dollar,2009-09-01,
Avg daily rate,Waikiki,dollar,2009-09-01,
Avg daily rate,Wailea,dollar,2009-09-01,
Avg daily rate,Kohala Coast,dollar,2009-09-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2009-09-01,
Avg daily rate,Other Oahu,dollar,2009-09-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2009-09-01,
Avg daily rate,Statewide- Upscale,dollar,2009-09-01,
Avg daily rate,Oahu- Luxury,dollar,2009-09-01,
Avg daily rate,Other Maui CTY,dollar,2009-09-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2009-09-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2009-09-01,
Avg daily rate,Maui CTY- Luxury,dollar,2009-09-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2009-09-01,
Avg daily rate,Oahu- Upscale,dollar,2009-09-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2009-09-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2009-09-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2009-09-01,
RevPAR,Statewide- All,dollar,2009-09-01,102.02
RevPAR,Oahu- All,dollar,2009-09-01,107.93
RevPAR,Maui CTY- All,dollar,2009-09-01,106.53
RevPAR,Hawaii ISL- All,dollar,2009-09-01,79.14
RevPAR,Kauai- All,dollar,2009-09-01,94.56
RevPAR,Statewide- Luxury,dollar,2009-09-01,
RevPAR,Waikiki,dollar,2009-09-01,
RevPAR,Wailea,dollar,2009-09-01,
RevPAR,Kohala Coast,dollar,2009-09-01,
RevPAR,Statewide- Upper Upscale,dollar,2009-09-01,
RevPAR,Other Oahu,dollar,2009-09-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-09-01,
RevPAR,Statewide- Upscale,dollar,2009-09-01,
RevPAR,Oahu- Luxury,dollar,2009-09-01,
RevPAR,Other Maui CTY,dollar,2009-09-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-09-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-09-01,
RevPAR,Maui CTY- Luxury,dollar,2009-09-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-09-01,
RevPAR,Oahu- Upscale,dollar,2009-09-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-09-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-09-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-09-01,
Occupancy,Statewide- All,percent,2009-10-01,66.4
Occupancy,Oahu- All,percent,2009-10-01,75.6
Occupancy,Maui CTY- All,percent,2009-10-01,56.1
Occupancy,Hawaii ISL- All,percent,2009-10-01,55.3
Occupancy,Kauai- All,percent,2009-10-01,60.2
Occupancy,Statewide- Luxury,percent,2009-10-01,
Occupancy,Waikiki,percent,2009-10-01,
Occupancy,Wailea,percent,2009-10-01,
Occupancy,Kohala Coast,percent,2009-10-01,
Occupancy,Statewide- Upper Upscale,percent,2009-10-01,
Occupancy,Other Oahu,percent,2009-10-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2009-10-01,
Occupancy,Statewide- Upscale,percent,2009-10-01,
Occupancy,Oahu- Luxury,percent,2009-10-01,
Occupancy,Other Maui CTY,percent,2009-10-01,
Occupancy,Statewide- Upper Midscale,percent,2009-10-01,
Occupancy,Oahu- Upper Upscale,percent,2009-10-01,
Occupancy,Maui CTY- Luxury,percent,2009-10-01,
Occupancy,Statewide- Midscale & Economy,percent,2009-10-01,
Occupancy,Oahu- Upscale,percent,2009-10-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2009-10-01,
Occupancy,Oahu- Upper Midscale,percent,2009-10-01,
Occupancy,Oahu- Midscale & Economy,percent,2009-10-01,
Avg daily rate,Statewide- All,dollar,2009-10-01,164.63
Avg daily rate,Oahu- All,dollar,2009-10-01,150.04
Avg daily rate,Maui CTY- All,dollar,2009-10-01,200.64
Avg daily rate,Hawaii ISL- All,dollar,2009-10-01,162.27
Avg daily rate,Kauai- All,dollar,2009-10-01,181.04
Avg daily rate,Statewide- Luxury,dollar,2009-10-01,
Avg daily rate,Waikiki,dollar,2009-10-01,
Avg daily rate,Wailea,dollar,2009-10-01,
Avg daily rate,Kohala Coast,dollar,2009-10-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2009-10-01,
Avg daily rate,Other Oahu,dollar,2009-10-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2009-10-01,
Avg daily rate,Statewide- Upscale,dollar,2009-10-01,
Avg daily rate,Oahu- Luxury,dollar,2009-10-01,
Avg daily rate,Other Maui CTY,dollar,2009-10-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2009-10-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2009-10-01,
Avg daily rate,Maui CTY- Luxury,dollar,2009-10-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2009-10-01,
Avg daily rate,Oahu- Upscale,dollar,2009-10-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2009-10-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2009-10-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2009-10-01,
RevPAR,Statewide- All,dollar,2009-10-01,109.31
RevPAR,Oahu- All,dollar,2009-10-01,113.43
RevPAR,Maui CTY- All,dollar,2009-10-01,112.56
RevPAR,Hawaii ISL- All,dollar,2009-10-01,89.74
RevPAR,Kauai- All,dollar,2009-10-01,108.99
RevPAR,Statewide- Luxury,dollar,2009-10-01,
RevPAR,Waikiki,dollar,2009-10-01,
RevPAR,Wailea,dollar,2009-10-01,
RevPAR,Kohala Coast,dollar,2009-10-01,
RevPAR,Statewide- Upper Upscale,dollar,2009-10-01,
RevPAR,Other Oahu,dollar,2009-10-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-10-01,
RevPAR,Statewide- Upscale,dollar,2009-10-01,
RevPAR,Oahu- Luxury,dollar,2009-10-01,
RevPAR,Other Maui CTY,dollar,2009-10-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-10-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-10-01,
RevPAR,Maui CTY- Luxury,dollar,2009-10-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-10-01,
RevPAR,Oahu- Upscale,dollar,2009-10-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-10-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-10-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-10-01,
Occupancy,Statewide- All,percent,2009-11-01,61.1
Occupancy,Oahu- All,percent,2009-11-01,71.6
Occupancy,Maui CTY- All,percent,2009-11-01,53.7
Occupancy,Hawaii ISL- All,percent,2009-11-01,45.6
Occupancy,Kauai- All,percent,2009-11-01,47.0
Occupancy,Statewide- Luxury,percent,2009-11-01,
Occupancy,Waikiki,percent,2009-11-01,
Occupancy,Wailea,percent,2009-11-01,
Occupancy,Kohala Coast,percent,2009-11-01,
Occupancy,Statewide- Upper Upscale,percent,2009-11-01,
Occupancy,Other Oahu,percent,2009-11-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2009-11-01,
Occupancy,Statewide- Upscale,percent,2009-11-01,
Occupancy,Oahu- Luxury,percent,2009-11-01,
Occupancy,Other Maui CTY,percent,2009-11-01,
Occupancy,Statewide- Upper Midscale,percent,2009-11-01,
Occupancy,Oahu- Upper Upscale,percent,2009-11-01,
Occupancy,Maui CTY- Luxury,percent,2009-11-01,
Occupancy,Statewide- Midscale & Economy,percent,2009-11-01,
Occupancy,Oahu- Upscale,percent,2009-11-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2009-11-01,
Occupancy,Oahu- Upper Midscale,percent,2009-11-01,
Occupancy,Oahu- Midscale & Economy,percent,2009-11-01,
Avg daily rate,Statewide- All,dollar,2009-11-01,162.46
Avg daily rate,Oahu- All,dollar,2009-11-01,144.82
Avg daily rate,Maui CTY- All,dollar,2009-11-01,200.61
Avg daily rate,Hawaii ISL- All,dollar,2009-11-01,176.55
Avg daily rate,Kauai- All,dollar,2009-11-01,175.16
Avg daily rate,Statewide- Luxury,dollar,2009-11-01,
Avg daily rate,Waikiki,dollar,2009-11-01,
Avg daily rate,Wailea,dollar,2009-11-01,
Avg daily rate,Kohala Coast,dollar,2009-11-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2009-11-01,
Avg daily rate,Other Oahu,dollar,2009-11-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2009-11-01,
Avg daily rate,Statewide- Upscale,dollar,2009-11-01,
Avg daily rate,Oahu- Luxury,dollar,2009-11-01,
Avg daily rate,Other Maui CTY,dollar,2009-11-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2009-11-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2009-11-01,
Avg daily rate,Maui CTY- Luxury,dollar,2009-11-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2009-11-01,
Avg daily rate,Oahu- Upscale,dollar,2009-11-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2009-11-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2009-11-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2009-11-01,
RevPAR,Statewide- All,dollar,2009-11-01,99.26
RevPAR,Oahu- All,dollar,2009-11-01,103.69
RevPAR,Maui CTY- All,dollar,2009-11-01,107.73
RevPAR,Hawaii ISL- All,dollar,2009-11-01,80.51
RevPAR,Kauai- All,dollar,2009-11-01,82.33
RevPAR,Statewide- Luxury,dollar,2009-11-01,
RevPAR,Waikiki,dollar,2009-11-01,
RevPAR,Wailea,dollar,2009-11-01,
RevPAR,Kohala Coast,dollar,2009-11-01,
RevPAR,Statewide- Upper Upscale,dollar,2009-11-01,
RevPAR,Other Oahu,dollar,2009-11-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-11-01,
RevPAR,Statewide- Upscale,dollar,2009-11-01,
RevPAR,Oahu- Luxury,dollar,2009-11-01,
RevPAR,Other Maui CTY,dollar,2009-11-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-11-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-11-01,
RevPAR,Maui CTY- Luxury,dollar,2009-11-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-11-01,
RevPAR,Oahu- Upscale,dollar,2009-11-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-11-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-11-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-11-01,
Occupancy,Statewide- All,percent,2009-12-01,62.9
Occupancy,Oahu- All,percent,2009-12-01,71.6
Occupancy,Maui CTY- All,percent,2009-12-01,57.6
Occupancy,Hawaii ISL- All,percent,2009-12-01,50.4
Occupancy,Kauai- All,percent,2009-12-01,48.0
Occupancy,Statewide- Luxury,percent,2009-12-01,
Occupancy,Waikiki,percent,2009-12-01,
Occupancy,Wailea,percent,2009-12-01,
Occupancy,Kohala Coast,percent,2009-12-01,
Occupancy,Statewide- Upper Upscale,percent,2009-12-01,
Occupancy,Other Oahu,percent,2009-12-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2009-12-01,
Occupancy,Statewide- Upscale,percent,2009-12-01,
Occupancy,Oahu- Luxury,percent,2009-12-01,
Occupancy,Other Maui CTY,percent,2009-12-01,
Occupancy,Statewide- Upper Midscale,percent,2009-12-01,
Occupancy,Oahu- Upper Upscale,percent,2009-12-01,
Occupancy,Maui CTY- Luxury,percent,2009-12-01,
Occupancy,Statewide- Midscale & Economy,percent,2009-12-01,
Occupancy,Oahu- Upscale,percent,2009-12-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2009-12-01,
Occupancy,Oahu- Upper Midscale,percent,2009-12-01,
Occupancy,Oahu- Midscale & Economy,percent,2009-12-01,
Avg daily rate,Statewide- All,dollar,2009-12-01,196.02
Avg daily rate,Oahu- All,dollar,2009-12-01,157.3
Avg daily rate,Maui CTY- All,dollar,2009-12-01,277.69
Avg daily rate,Hawaii ISL- All,dollar,2009-12-01,227.21
Avg daily rate,Kauai- All,dollar,2009-12-01,205.05
Avg daily rate,Statewide- Luxury,dollar,2009-12-01,
Avg daily rate,Waikiki,dollar,2009-12-01,
Avg daily rate,Wailea,dollar,2009-12-01,
Avg daily rate,Kohala Coast,dollar,2009-12-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2009-12-01,
Avg daily rate,Other Oahu,dollar,2009-12-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2009-12-01,
Avg daily rate,Statewide- Upscale,dollar,2009-12-01,
Avg daily rate,Oahu- Luxury,dollar,2009-12-01,
Avg daily rate,Other Maui CTY,dollar,2009-12-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2009-12-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2009-12-01,
Avg daily rate,Maui CTY- Luxury,dollar,2009-12-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2009-12-01,
Avg daily rate,Oahu- Upscale,dollar,2009-12-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2009-12-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2009-12-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2009-12-01,
RevPAR,Statewide- All,dollar,2009-12-01,123.3
RevPAR,Oahu- All,dollar,2009-12-01,112.63
RevPAR,Maui CTY- All,dollar,2009-12-01,159.95
RevPAR,Hawaii ISL- All,dollar,2009-12-01,114.51
RevPAR,Kauai- All,dollar,2009-12-01,98.42
RevPAR,Statewide- Luxury,dollar,2009-12-01,
RevPAR,Waikiki,dollar,2009-12-01,
RevPAR,Wailea,dollar,2009-12-01,
RevPAR,Kohala Coast,dollar,2009-12-01,
RevPAR,Statewide- Upper Upscale,dollar,2009-12-01,
RevPAR,Other Oahu,dollar,2009-12-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2009-12-01,
RevPAR,Statewide- Upscale,dollar,2009-12-01,
RevPAR,Oahu- Luxury,dollar,2009-12-01,
RevPAR,Other Maui CTY,dollar,2009-12-01,
RevPAR,Statewide- Upper Midscale,dollar,2009-12-01,
RevPAR,Oahu- Upper Upscale,dollar,2009-12-01,
RevPAR,Maui CTY- Luxury,dollar,2009-12-01,
RevPAR,Statewide- Midscale & Economy,dollar,2009-12-01,
RevPAR,Oahu- Upscale,dollar,2009-12-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2009-12-01,
RevPAR,Oahu- Upper Midscale,dollar,2009-12-01,
RevPAR,Oahu- Midscale & Economy,dollar,2009-12-01,
Occupancy,Statewide- All,percent,2010-01-01,66.4
Occupancy,Oahu- All,percent,2010-01-01,72.3
Occupancy,Maui CTY- All,percent,2010-01-01,66.9
Occupancy,Hawaii ISL- All,percent,2010-01-01,52.9
Occupancy,Kauai- All,percent,2010-01-01,54.5
Occupancy,Statewide- Luxury,percent,2010-01-01,
Occupancy,Waikiki,percent,2010-01-01,
Occupancy,Wailea,percent,2010-01-01,
Occupancy,Kohala Coast,percent,2010-01-01,
Occupancy,Statewide- Upper Upscale,percent,2010-01-01,
Occupancy,Other Oahu,percent,2010-01-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2010-01-01,
Occupancy,Statewide- Upscale,percent,2010-01-01,
Occupancy,Oahu- Luxury,percent,2010-01-01,
Occupancy,Other Maui CTY,percent,2010-01-01,
Occupancy,Statewide- Upper Midscale,percent,2010-01-01,
Occupancy,Oahu- Upper Upscale,percent,2010-01-01,
Occupancy,Maui CTY- Luxury,percent,2010-01-01,
Occupancy,Statewide- Midscale & Economy,percent,2010-01-01,
Occupancy,Oahu- Upscale,percent,2010-01-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2010-01-01,
Occupancy,Oahu- Upper Midscale,percent,2010-01-01,
Occupancy,Oahu- Midscale & Economy,percent,2010-01-01,
Avg daily rate,Statewide- All,dollar,2010-01-01,176.88
Avg daily rate,Oahu- All,dollar,2010-01-01,148.95
Avg daily rate,Maui CTY- All,dollar,2010-01-01,229.91
Avg daily rate,Hawaii ISL- All,dollar,2010-01-01,188.06
Avg daily rate,Kauai- All,dollar,2010-01-01,194.39
Avg daily rate,Statewide- Luxury,dollar,2010-01-01,
Avg daily rate,Waikiki,dollar,2010-01-01,
Avg daily rate,Wailea,dollar,2010-01-01,
Avg daily rate,Kohala Coast,dollar,2010-01-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2010-01-01,
Avg daily rate,Other Oahu,dollar,2010-01-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2010-01-01,
Avg daily rate,Statewide- Upscale,dollar,2010-01-01,
Avg daily rate,Oahu- Luxury,dollar,2010-01-01,
Avg daily rate,Other Maui CTY,dollar,2010-01-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2010-01-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2010-01-01,
Avg daily rate,Maui CTY- Luxury,dollar,2010-01-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2010-01-01,
Avg daily rate,Oahu- Upscale,dollar,2010-01-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2010-01-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2010-01-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2010-01-01,
RevPAR,Statewide- All,dollar,2010-01-01,117.45
RevPAR,Oahu- All,dollar,2010-01-01,107.69
RevPAR,Maui CTY- All,dollar,2010-01-01,153.81
RevPAR,Hawaii ISL- All,dollar,2010-01-01,99.48
RevPAR,Kauai- All,dollar,2010-01-01,105.94
RevPAR,Statewide- Luxury,dollar,2010-01-01,
RevPAR,Waikiki,dollar,2010-01-01,
RevPAR,Wailea,dollar,2010-01-01,
RevPAR,Kohala Coast,dollar,2010-01-01,
RevPAR,Statewide- Upper Upscale,dollar,2010-01-01,
RevPAR,Other Oahu,dollar,2010-01-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2010-01-01,
RevPAR,Statewide- Upscale,dollar,2010-01-01,
RevPAR,Oahu- Luxury,dollar,2010-01-01,
RevPAR,Other Maui CTY,dollar,2010-01-01,
RevPAR,Statewide- Upper Midscale,dollar,2010-01-01,
RevPAR,Oahu- Upper Upscale,dollar,2010-01-01,
RevPAR,Maui CTY- Luxury,dollar,2010-01-01,
RevPAR,Statewide- Midscale & Economy,dollar,2010-01-01,
RevPAR,Oahu- Upscale,dollar,2010-01-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2010-01-01,
RevPAR,Oahu- Upper Midscale,dollar,2010-01-01,
RevPAR,Oahu- Midscale & Economy,dollar,2010-01-01,
Occupancy,Statewide- All,percent,2010-02-01,75.6
Occupancy,Oahu- All,percent,2010-02-01,80.5
Occupancy,Maui CTY- All,percent,2010-02-01,77.7
Occupancy,Hawaii ISL- All,percent,2010-02-01,62.2
Occupancy,Kauai- All,percent,2010-02-01,63.7
Occupancy,Statewide- Luxury,percent,2010-02-01,
Occupancy,Waikiki,percent,2010-02-01,
Occupancy,Wailea,percent,2010-02-01,
Occupancy,Kohala Coast,percent,2010-02-01,
Occupancy,Statewide- Upper Upscale,percent,2010-02-01,
Occupancy,Other Oahu,percent,2010-02-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2010-02-01,
Occupancy,Statewide- Upscale,percent,2010-02-01,
Occupancy,Oahu- Luxury,percent,2010-02-01,
Occupancy,Other Maui CTY,percent,2010-02-01,
Occupancy,Statewide- Upper Midscale,percent,2010-02-01,
Occupancy,Oahu- Upper Upscale,percent,2010-02-01,
Occupancy,Maui CTY- Luxury,percent,2010-02-01,
Occupancy,Statewide- Midscale & Economy,percent,2010-02-01,
Occupancy,Oahu- Upscale,percent,2010-02-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2010-02-01,
Occupancy,Oahu- Upper Midscale,percent,2010-02-01,
Occupancy,Oahu- Midscale & Economy,percent,2010-02-01,
